dataset,variant,image_id,runtime_s
BSDS500_val,G_fmin008_ks25,134035,2.067673
BSDS500_val,G_fmin008_ks25,14037,1.949730
BSDS500_val,G_fmin008_ks25,143090,2.021507
BSDS500_val,G_fmin008_ks25,145086,2.029692
BSDS500_val,G_fmin008_ks25,147091,2.018035
BSDS500_val,G_fmin008_ks25,148026,1.987353
BSDS500_val,G_fmin008_ks25,148089,1.970025
BSDS500_val,G_fmin008_ks25,156065,2.020389
BSDS500_val,G_fmin008_ks25,157055,2.034057
BSDS500_val,G_fmin008_ks25,159008,2.006293
BSDS500_val,G_fmin008_ks25,160068,2.033172
BSDS500_val,G_fmin008_ks25,16077,2.165836
BSDS500_val,G_fmin008_ks25,163085,2.044614
BSDS500_val,G_fmin008_ks25,167062,2.026409
BSDS500_val,G_fmin008_ks25,167083,2.033818
BSDS500_val,G_fmin008_ks25,170057,1.895034
BSDS500_val,G_fmin008_ks25,175032,1.938984
BSDS500_val,G_fmin008_ks25,175043,2.013169
BSDS500_val,G_fmin008_ks25,182053,2.026318
BSDS500_val,G_fmin008_ks25,189080,1.876733
BSDS500_val,G_fmin008_ks25,19021,1.990588
BSDS500_val,G_fmin008_ks25,196073,1.957995
BSDS500_val,G_fmin008_ks25,197017,1.984129
BSDS500_val,G_fmin008_ks25,208001,1.921216
BSDS500_val,G_fmin008_ks25,210088,1.988875
BSDS500_val,G_fmin008_ks25,21077,2.071421
BSDS500_val,G_fmin008_ks25,216081,1.992057
BSDS500_val,G_fmin008_ks25,219090,1.992994
BSDS500_val,G_fmin008_ks25,220075,1.917965
BSDS500_val,G_fmin008_ks25,223061,1.991804
BSDS500_val,G_fmin008_ks25,227092,1.894873
BSDS500_val,G_fmin008_ks25,229036,1.890334
BSDS500_val,G_fmin008_ks25,236037,1.899366
BSDS500_val,G_fmin008_ks25,24077,1.875684
BSDS500_val,G_fmin008_ks25,241004,2.026953
BSDS500_val,G_fmin008_ks25,241048,1.914531
BSDS500_val,G_fmin008_ks25,253027,1.971424
BSDS500_val,G_fmin008_ks25,253055,2.146722
BSDS500_val,G_fmin008_ks25,260058,2.017755
BSDS500_val,G_fmin008_ks25,271035,1.838652
BSDS500_val,G_fmin008_ks25,285079,1.940056
BSDS500_val,G_fmin008_ks25,291000,1.894090
BSDS500_val,G_fmin008_ks25,295087,2.011948
BSDS500_val,G_fmin008_ks25,296007,1.981625
BSDS500_val,G_fmin008_ks25,296059,1.941470
BSDS500_val,G_fmin008_ks25,299086,1.878433
BSDS500_val,G_fmin008_ks25,300091,1.817799
BSDS500_val,G_fmin008_ks25,302008,1.956520
BSDS500_val,G_fmin008_ks25,304034,1.931472
BSDS500_val,G_fmin008_ks25,304074,1.994277
BSDS500_val,G_fmin008_ks25,306005,1.835961
BSDS500_val,G_fmin008_ks25,3096,1.942998
BSDS500_val,G_fmin008_ks25,33039,1.928754
BSDS500_val,G_fmin008_ks25,351093,2.020707
BSDS500_val,G_fmin008_ks25,361010,1.992712
BSDS500_val,G_fmin008_ks25,37073,1.995740
BSDS500_val,G_fmin008_ks25,376043,2.055595
BSDS500_val,G_fmin008_ks25,38082,2.078198
BSDS500_val,G_fmin008_ks25,38092,1.935621
BSDS500_val,G_fmin008_ks25,385039,2.020825
BSDS500_val,G_fmin008_ks25,41033,1.927963
BSDS500_val,G_fmin008_ks25,41069,2.010441
BSDS500_val,G_fmin008_ks25,42012,1.967126
BSDS500_val,G_fmin008_ks25,42049,1.865802
BSDS500_val,G_fmin008_ks25,43074,2.031885
BSDS500_val,G_fmin008_ks25,45096,2.011327
BSDS500_val,G_fmin008_ks25,54082,1.889514
BSDS500_val,G_fmin008_ks25,55073,1.941524
BSDS500_val,G_fmin008_ks25,58060,1.858600
BSDS500_val,G_fmin008_ks25,62096,1.950928
BSDS500_val,G_fmin008_ks25,65033,1.984039
BSDS500_val,G_fmin008_ks25,66053,1.983517
BSDS500_val,G_fmin008_ks25,69015,1.942613
BSDS500_val,G_fmin008_ks25,69020,1.978780
BSDS500_val,G_fmin008_ks25,69040,1.994139
BSDS500_val,G_fmin008_ks25,76053,2.018318
BSDS500_val,G_fmin008_ks25,78004,1.973686
BSDS500_val,G_fmin008_ks25,8023,2.053306
BSDS500_val,G_fmin008_ks25,85048,1.902400
BSDS500_val,G_fmin008_ks25,86000,1.935956
BSDS500_val,G_fmin008_ks25,86016,1.932816
BSDS500_val,G_fmin008_ks25,86068,1.842437
BSDS500_val,G_fmin008_ks25,87046,1.955373
BSDS500_val,G_fmin008_ks25,89072,1.888545
BSDS500_val,G_fmin008_ks25,97033,2.066375
BSDS500_val,G_fmin012_ks5,101085,2.139712
BSDS500_val,G_fmin012_ks5,101087,2.046598
BSDS500_val,G_fmin012_ks5,102061,2.059495
BSDS500_val,G_fmin012_ks5,103070,1.961748
BSDS500_val,G_fmin012_ks5,105025,2.027127
BSDS500_val,G_fmin012_ks5,106024,2.093869
BSDS500_val,G_fmin012_ks5,108005,2.147468
BSDS500_val,G_fmin012_ks5,108070,2.029743
BSDS500_val,G_fmin012_ks5,108082,2.151337
BSDS500_val,G_fmin012_ks5,109053,1.096559
BSDS500_val,G_fmin012_ks5,119082,0.872653
BSDS500_val,G_fmin012_ks5,12084,0.870081
BSDS500_val,G_fmin012_ks5,123074,0.863561
BSDS500_val,G_fmin012_ks5,126007,0.853244
BSDS500_val,G_fmin012_ks5,130026,0.854313
BSDS500_val,G_fmin012_ks5,134035,0.900053
BSDS500_val,G_fmin012_ks5,14037,0.848974
BSDS500_val,G_fmin012_ks5,143090,0.848889
BSDS500_val,G_fmin012_ks5,145086,0.858924
BSDS500_val,G_fmin012_ks5,147091,0.863050
BSDS500_val,G_fmin012_ks5,148026,1.326726
BSDS500_val,G_fmin012_ks5,148089,2.074026
BSDS500_val,G_fmin012_ks5,156065,1.955072
BSDS500_val,G_fmin012_ks5,157055,2.048749
BSDS500_val,G_fmin012_ks5,159008,2.045794
BSDS500_val,G_fmin012_ks5,160068,2.011229
BSDS500_val,G_fmin012_ks5,16077,1.977172
BSDS500_val,G_fmin012_ks5,163085,2.013293
BSDS500_val,G_fmin012_ks5,167062,2.008711
BSDS500_val,G_fmin012_ks5,167083,2.007353
BSDS500_val,G_fmin012_ks5,170057,1.982858
BSDS500_val,G_fmin012_ks5,175032,2.029274
BSDS500_val,G_fmin012_ks5,175043,2.049893
BSDS500_val,G_fmin012_ks5,182053,2.045653
BSDS500_val,G_fmin012_ks5,189080,1.962963
BSDS500_val,G_fmin012_ks5,19021,2.022791
BSDS500_val,G_fmin012_ks5,196073,2.053317
BSDS500_val,G_fmin012_ks5,197017,2.070783
BSDS500_val,G_fmin012_ks5,208001,1.903884
BSDS500_val,G_fmin012_ks5,210088,1.910066
BSDS500_val,G_fmin012_ks5,21077,2.077127
BSDS500_val,G_fmin012_ks5,216081,2.095261
BSDS500_val,G_fmin012_ks5,219090,2.014021
BSDS500_val,G_fmin012_ks5,220075,1.950818
BSDS500_val,G_fmin012_ks5,223061,1.996635
BSDS500_val,G_fmin012_ks5,227092,2.185779
BSDS500_val,G_fmin012_ks5,229036,1.991763
BSDS500_val,G_fmin012_ks5,236037,2.156012
BSDS500_val,G_fmin012_ks5,24077,2.125601
BSDS500_val,G_fmin012_ks5,241004,2.084633
BSDS500_val,G_fmin012_ks5,241048,2.059117
BSDS500_val,G_fmin012_ks5,253027,2.055097
BSDS500_val,G_fmin012_ks5,253055,1.941048
BSDS500_val,G_fmin012_ks5,260058,2.028549
BSDS500_val,G_fmin012_ks5,271035,2.063648
BSDS500_val,G_fmin012_ks5,285079,1.985333
BSDS500_val,G_fmin012_ks5,291000,2.020153
BSDS500_val,G_fmin012_ks5,295087,1.934629
BSDS500_val,G_fmin012_ks5,296007,2.010726
BSDS500_val,G_fmin012_ks5,296059,2.086792
BSDS500_val,G_fmin012_ks5,299086,2.003614
BSDS500_val,G_fmin012_ks5,300091,2.050020
BSDS500_val,G_fmin012_ks5,302008,1.996857
BSDS500_val,G_fmin012_ks5,304034,1.967452
BSDS500_val,G_fmin012_ks5,304074,2.017559
BSDS500_val,G_fmin012_ks5,306005,2.087535
BSDS500_val,G_fmin012_ks5,3096,2.134023
BSDS500_val,G_fmin012_ks5,33039,2.044768
BSDS500_val,G_fmin012_ks5,351093,1.963147
BSDS500_val,G_fmin012_ks5,361010,1.989285
BSDS500_val,G_fmin012_ks5,37073,2.030073
BSDS500_val,G_fmin012_ks5,376043,1.988013
BSDS500_val,G_fmin012_ks5,38082,2.069099
BSDS500_val,G_fmin012_ks5,38092,2.077965
BSDS500_val,G_fmin012_ks5,385039,1.995845
BSDS500_val,G_fmin012_ks5,41033,2.040738
BSDS500_val,G_fmin012_ks5,41069,2.061475
BSDS500_val,G_fmin012_ks5,42012,2.029005
BSDS500_val,G_fmin012_ks5,42049,2.010146
BSDS500_val,G_fmin012_ks5,43074,1.986571
BSDS500_val,G_fmin012_ks5,45096,2.150141
BSDS500_val,G_fmin012_ks5,54082,2.178393
BSDS500_val,G_fmin012_ks5,55073,2.184150
BSDS500_val,G_fmin012_ks5,58060,2.010665
BSDS500_val,G_fmin012_ks5,62096,2.198781
BSDS500_val,G_fmin012_ks5,65033,2.146157
BSDS500_val,G_fmin012_ks5,66053,2.040291
BSDS500_val,G_fmin012_ks5,69015,2.167192
BSDS500_val,G_fmin012_ks5,69020,2.041937
BSDS500_val,G_fmin012_ks5,69040,2.042290
BSDS500_val,G_fmin012_ks5,76053,2.207270
BSDS500_val,G_fmin012_ks5,78004,2.007592
BSDS500_val,G_fmin012_ks5,8023,2.008588
BSDS500_val,G_fmin012_ks5,85048,1.920702
BSDS500_val,G_fmin012_ks5,86000,2.019605
BSDS500_val,G_fmin012_ks5,86016,2.168183
BSDS500_val,G_fmin012_ks5,86068,2.010784
BSDS500_val,G_fmin012_ks5,87046,2.020276
BSDS500_val,G_fmin012_ks5,89072,1.945517
BSDS500_val,G_fmin012_ks5,97033,1.863579
BSDS500_val,G_fmin012_ks25,101085,1.866550
BSDS500_val,G_fmin012_ks25,101087,1.969118
BSDS500_val,G_fmin012_ks25,102061,1.983258
BSDS500_val,G_fmin012_ks25,103070,2.093159
BSDS500_val,G_fmin012_ks25,105025,2.008281
BSDS500_val,G_fmin012_ks25,106024,2.123865
BSDS500_val,G_fmin012_ks25,108005,2.075274
BSDS500_val,G_fmin012_ks25,108070,1.939194
BSDS500_val,G_fmin012_ks25,108082,2.170572
BSDS500_val,G_fmin012_ks25,109053,1.943137
BSDS500_val,G_fmin012_ks25,119082,1.883394
BSDS500_val,G_fmin012_ks25,12084,1.949635
BSDS500_val,G_fmin012_ks25,123074,2.053631
BSDS500_val,G_fmin012_ks25,126007,1.951663
BSDS500_val,G_fmin012_ks25,130026,2.117656
BSDS500_val,G_fmin012_ks25,134035,1.889207
BSDS500_val,G_fmin012_ks25,14037,1.956701
BSDS500_val,G_fmin012_ks25,143090,1.899027
BSDS500_val,G_fmin012_ks25,145086,1.890462
BSDS500_val,G_fmin012_ks25,147091,1.967501
BSDS500_val,G_fmin012_ks25,148026,1.953461
BSDS500_val,G_fmin012_ks25,148089,1.952894
BSDS500_val,G_fmin012_ks25,156065,1.798537
BSDS500_val,G_fmin012_ks25,157055,1.970993
BSDS500_val,G_fmin012_ks25,159008,1.949389
BSDS500_val,G_fmin012_ks25,160068,1.901771
BSDS500_val,G_fmin012_ks25,16077,2.123604
BSDS500_val,G_fmin012_ks25,163085,2.078170
BSDS500_val,G_fmin012_ks25,167062,2.043834
BSDS500_val,G_fmin012_ks25,167083,2.052893
BSDS500_val,G_fmin012_ks25,170057,2.106536
BSDS500_val,G_fmin012_ks25,175032,2.095053
BSDS500_val,G_fmin012_ks25,175043,2.035940
BSDS500_val,G_fmin012_ks25,182053,2.188473
BSDS500_val,G_fmin012_ks25,189080,2.021290
BSDS500_val,G_fmin012_ks25,19021,1.929840
BSDS500_val,G_fmin012_ks25,196073,2.003363
BSDS500_val,G_fmin012_ks25,197017,2.019693
BSDS500_val,G_fmin012_ks25,208001,2.046264
BSDS500_val,G_fmin012_ks25,210088,2.079591
BSDS500_val,G_fmin012_ks25,21077,2.162371
BSDS500_val,G_fmin012_ks25,216081,2.021342
BSDS500_val,G_fmin012_ks25,219090,1.630416
BSDS500_val,G_fmin012_ks25,220075,0.938862
BSDS500_val,G_fmin012_ks25,223061,0.884727
BSDS500_val,G_fmin012_ks25,227092,2.030430
BSDS500_val,G_fmin012_ks25,229036,0.936807
BSDS500_val,G_fmin012_ks25,236037,0.902604
BSDS500_val,G_fmin012_ks25,24077,0.887560
BSDS500_val,G_fmin012_ks25,241004,0.934050
BSDS500_val,G_fmin012_ks25,241048,0.875872
BSDS500_val,G_fmin012_ks25,253027,0.866603
BSDS500_val,G_fmin012_ks25,253055,0.859775
BSDS500_val,G_fmin012_ks25,260058,0.851563
BSDS500_val,G_fmin012_ks25,271035,0.858823
BSDS500_val,G_fmin012_ks25,285079,0.866936
BSDS500_val,G_fmin012_ks25,291000,0.864823
BSDS500_val,G_fmin012_ks25,295087,0.862476
BSDS500_val,G_fmin012_ks25,296007,0.853042
BSDS500_val,G_fmin012_ks25,296059,0.851919
BSDS500_val,G_fmin012_ks25,299086,0.851451
BSDS500_val,G_fmin012_ks25,300091,0.856877
BSDS500_val,G_fmin012_ks25,302008,0.854933
BSDS500_val,G_fmin012_ks25,304034,0.861455
BSDS500_val,G_fmin012_ks25,304074,0.857777
BSDS500_val,G_fmin012_ks25,306005,0.859615
BSDS500_val,G_fmin012_ks25,3096,0.860576
BSDS500_val,G_fmin012_ks25,33039,0.857347
BSDS500_val,G_fmin012_ks25,351093,0.854894
BSDS500_val,G_fmin012_ks25,361010,0.855480
BSDS500_val,G_fmin012_ks25,37073,0.848029
BSDS500_val,G_fmin012_ks25,376043,0.850890
BSDS500_val,G_fmin012_ks25,38082,0.847034
BSDS500_val,G_fmin012_ks25,38092,0.851658
BSDS500_val,G_fmin012_ks25,385039,0.870327
BSDS500_val,G_fmin012_ks25,41033,0.918451
BSDS500_val,G_fmin012_ks25,41069,0.869767
BSDS500_val,G_fmin012_ks25,42012,0.892239
BSDS500_val,G_fmin012_ks25,42049,0.871679
BSDS500_val,G_fmin012_ks25,43074,0.882617
BSDS500_val,G_fmin012_ks25,45096,0.850845
BSDS500_val,G_fmin012_ks25,54082,0.847218
BSDS500_val,G_fmin012_ks25,55073,0.848276
BSDS500_val,G_fmin012_ks25,58060,0.847205
BSDS500_val,G_fmin012_ks25,62096,0.850381
BSDS500_val,G_fmin012_ks25,65033,0.851175
BSDS500_val,G_fmin012_ks25,66053,0.846707
BSDS500_val,G_fmin012_ks25,69015,0.850379
BSDS500_val,G_fmin012_ks25,69020,0.859497
BSDS500_val,G_fmin012_ks25,69040,0.864159
BSDS500_val,G_fmin012_ks25,76053,0.850417
BSDS500_val,G_fmin012_ks25,78004,0.851129
BSDS500_val,G_fmin012_ks25,8023,0.846309
BSDS500_val,G_fmin012_ks25,85048,0.849971
BSDS500_val,G_fmin012_ks25,86000,0.850872
BSDS500_val,G_fmin012_ks25,86016,0.848539
BSDS500_val,G_fmin012_ks25,86068,0.848629
BSDS500_val,G_fmin012_ks25,87046,0.854657
BSDS500_val,G_fmin012_ks25,89072,0.849271
BSDS500_val,G_fmin012_ks25,97033,0.847852
